UA;SU;SUBP;COD_ARV;FUSTE;DAP;SA;QF;PS;AFF;HT;HF;PL;HAB;MB
ES_84;3;8;49;1;14,2;1;2;3;0;7,5;4,0;0;NA;0
ES_84;3;9;50;1;15,2;1;2;3;0;8,5;6,0;0;NA;0
ES_84;3;9;51;1;16,3;1;1;2;0;11,0;8,0;0;NA;0
ES_84;3;9;52;1;17,7;1;1;2;0;11,0;7,0;0;NA;0
ES_84;3;10;53;1;16,7;1;1;3;0;7,0;3,5;0;NA;0
ES_84;3;10;54;1;10,3;1;1;2;0;9,5;6,0;0;NA;0
ES_84;3;10;55;1;10,1;1;1;3;0;6,0;4,5;0;NA;0
ES_84;3;10;56;1;19,7;1;2;2;0;11,5;3,0;0;NA;1
ES_84;3;10;56;2;10,2;1;2;2;0;11,0;1,5;0;NA;1
ES_84;4;1;1;1;11,1;1;1;2;0;9,8;6,0;0;NA;1
ES_84;4;1;2;1;15,4;1;1;2;0;10,0;6,5;0;NA;0
ES_84;4;1;3;1;14,3;1;1;2;0;10,5;4,0;0;NA;0
ES_84;4;2;4;1;10,0;1;1;3;0;8,5;4,0;0;NA;0
ES_84;4;2;5;1;13,9;1;1;2;0;11,0;6,0;0;NA;0
ES_84;4;2;6;1;10,0;1;1;3;0;7,0;4,0;0;NA;0
ES_84;4;2;7;1;11,4;1;1;2;0;10,5;6,0;0;NA;0
ES_84;4;5;8;1;10,9;1;2;2;0;10,5;9,5;0;NA;0
ES_84;4;5;9;1;10,9;2;2;3;0;7,5;5,5;1;NA;1
ES_84;4;5;10;1;14,4;1;2;3;0;9,0;4,0;1;NA;1
ES_84;4;5;11;1;12,6;1;2;3;0;9,0;5,5;1;NA;1
ES_84;4;5;12;1;28,7;1;3;2;0;12,0;5,0;1;NA;0
ES_84;4;5;13;1;12,1;1;2;3;0;8,5;5,5;1;NA;0
ES_84;4;5;14;1;14,3;1;2;3;0;8,5;3,5;1;NA;1
ES_84;4;5;15;1;11,5;2;2;3;0;7,5;5,0;1;NA;0
ES_84;4;5;16;1;11,7;2;3;3;0;8,0;6,0;1;NA;1
ES_84;4;6;17;1;12,7;1;2;3;0;9,0;4,0;0;NA;1
ES_84;4;6;18;1;13,5;1;2;2;0;12,5;7,0;0;NA;0
ES_84;4;6;18;2;13,7;1;2;2;0;12,0;8,0;0;NA;0
ES_84;4;6;18;3;14,1;1;2;1;0;13,0;9,0;0;NA;0
ES_84;4;6;19;1;13,1;1;3;2;0;11,0;3,0;0;NA;1
ES_84;4;6;20;1;10,5;2;2;3;0;8,5;6,0;1;NA;1
ES_84;4;6;20;2;21,8;2;2;2;0;10,5;6,0;1;NA;1
ES_84;4;6;21;1;17,0;2;2;2;0;12,0;5,5;1;NA;0
ES_84;4;6;21;2;19,5;1;2;2;0;12,5;2,0;1;NA;0
ES_84;4;6;21;3;20,7;1;2;2;0;12,0;5,0;1;NA;0
ES_84;4;6;22;1;11,3;1;2;2;0;11,0;5,0;1;NA;1
ES_84;4;6;23;1;10,7;2;3;3;0;8,0;6,0;1;NA;0
ES_84;4;6;24;1;11,3;2;2;3;0;8,0;2,5;1;NA;0
ES_84;4;7;25;1;17,3;1;1;2;0;10,5;4,5;0;NA;0
ES_84;4;7;26;1;12,7;1;2;2;0;10,0;6,0;1;NA;0
ES_84;4;7;26;2;10,4;1;3;2;0;9,5;5,0;1;NA;0
ES_84;4;7;27;1;25,0;1;2;1;0;14,0;7,0;0;NA;0
ES_84;4;7;28;1;10,0;1;2;3;0;8,5;4,5;1;NA;0
ES_84;4;7;29;1;30,9;1;2;1;0;15,0;3,5;0;NA;0
ES_84;4;7;29;2;10,5;2;2;1;0;13,0;3,5;0;NA;0
ES_84;4;7;29;3;34,7;1;2;1;0;15,0;3,0;0;NA;0
ES_84;4;7;29;4;14,0;2;2;2;0;12,0;6,0;0;NA;0
ES_84;4;7;30;1;16,5;2;2;2;0;12,0;2,0;0;NA;1
ES_84;4;7;30;2;17,0;1;2;1;0;13,0;6,5;0;NA;1
ES_84;4;8;31;1;15,4;1;3;2;0;9,5;5,0;1;NA;0
ES_84;4;8;32;1;11,2;2;3;3;0;8,0;4,0;1;NA;1
ES_84;4;8;33;1;13,4;1;2;2;0;10,0;8,0;1;NA;0
ES_84;4;9;34;1;16,4;1;2;1;0;15,0;8,0;1;NA;1
ES_84;4;9;34;2;13,4;1;2;1;0;14,5;7,0;1;NA;1
ES_84;4;9;35;1;10,3;1;2;2;0;10,5;7,0;1;NA;1
ES_84;4;9;36;1;10,7;1;2;3;0;9,5;6,0;1;NA;0
ES_84;4;9;37;1;10,5;1;3;2;0;10,5;8,0;0;NA;0
ES_84;4;9;38;1;22,0;1;3;1;0;13,5;4,0;1;NA;1
ES_84;4;9;39;1;13,2;2;3;2;0;9,5;5,0;1;NA;1
ES_84;4;9;39;2;12,4;2;3;2;0;9,5;5,5;1;NA;1
ES_84;4;10;40;1;10,0;1;2;3;0;7,5;4,0;0;NA;1
ES_84;4;10;41;1;12,3;2;3;3;0;6,5;4,0;1;NA;0
ES_84;4;10;42;1;11,3;1;2;3;0;7,5;5,0;1;NA;0
ES_84;4;10;43;1;13,2;1;1;3;0;8,0;4,5;1;NA;1
ES_85;2;1;1;1;18,8;1;2;2;0;15,8;6,8;1;NA;1
ES_85;2;2;2;1;24,2;1;2;2;0;16,4;7,2;1;NA;0
ES_85;2;3;3;1;16,2;1;2;2;0;15,3;6,8;1;NA;0
ES_85;2;3;4;1;23,0;1;2;2;0;16,5;7,5;1;NA;0
ES_85;2;3;5;1;17,4;1;2;2;0;17,0;8,0;0;NA;0
ES_85;2;3;6;1;22,4;1;2;2;0;17,0;8,0;0;NA;0
ES_85;2;3;7;1;16,8;1;1;2;0;15,2;7,5;0;NA;0
ES_85;2;4;8;1;21,6;1;1;2;0;14,0;6,0;1;NA;0
ES_85;2;4;9;1;20,0;1;1;2;0;16,0;8,0;0;NA;0
ES_85;2;4;9;2;17,6;1;1;2;0;16,2;10,0;0;NA;0
ES_85;2;4;10;1;19,7;1;1;2;0;18,7;16,9;0;NA;0
ES_85;2;4;10;2;20,6;1;1;2;0;18,0;15,5;0;NA;0
ES_85;2;4;11;1;22,0;1;1;2;0;17,0;14,7;1;NA;0
ES_85;2;5;12;1;10,3;1;1;2;0;15,7;8,0;0;NA;0
ES_85;2;5;12;2;11,1;1;1;2;0;16,0;8,0;0;NA;0
ES_85;2;5;13;1;10,2;1;2;3;0;10,0;6,0;0;NA;0
ES_85;2;5;13;2;21,2;1;2;2;0;19,0;9,0;0;NA;0
ES_85;2;5;14;1;20,1;1;1;2;0;19,1;12,0;1;NA;0
ES_85;2;5;15;1;15,4;1;1;2;0;12,6;5,5;1;NA;0
ES_85;2;5;16;1;14,6;1;1;2;0;13,0;4,0;1;NA;0
ES_85;2;5;17;1;10,8;1;1;2;0;13,0;8,7;1;NA;0
ES_85;2;5;18;1;12,1;1;1;2;0;14,0;10,0;1;NA;0
ES_85;2;5;18;2;20,7;1;1;2;0;19,7;10,0;1;NA;0
ES_85;2;6;19;1;16,8;1;1;2;0;14,0;10,0;0;NA;0
ES_85;2;6;20;1;12,1;1;1;2;0;15,8;10,3;0;NA;0
ES_85;2;6;21;1;24,2;1;1;2;0;18,6;11,0;0;NA;0
ES_85;2;6;22;1;14,0;1;1;2;0;15,0;8,0;1;NA;0
ES_85;2;6;23;1;16,2;1;1;2;0;16,0;11,0;1;NA;0
ES_85;2;7;24;1;12,6;1;1;2;0;12,0;8,0;0;NA;0
ES_85;2;7;25;1;21,0;1;1;2;0;18,5;10,0;0;NA;0
ES_85;2;7;26;1;23,8;1;1;2;0;18,7;10,0;0;NA;0
ES_85;2;7;27;1;11,3;1;2;2;0;14,0;8,0;1;NA;0
ES_85;2;7;28;1;15,7;1;1;2;0;18,0;10,0;0;NA;0
ES_85;2;7;29;1;10,8;1;2;2;0;12,0;7,0;0;NA;0
ES_85;2;7;30;1;19,8;1;1;2;0;16,8;4,5;0;NA;0
ES_85;2;7;31;1;15,8;1;2;2;0;14,3;9,5;1;NA;0
ES_85;2;7;32;1;12,8;1;1;2;0;15,0;10,0;0;NA;0
ES_85;2;7;33;1;16,9;1;2;2;0;15,7;6,5;0;NA;0
ES_85;2;7;34;1;11,8;1;2;2;0;12,0;6,0;0;NA;0
ES_85;2;8;35;1;17,8;1;1;2;0;19,0;14,0;0;NA;0
ES_85;2;8;35;2;14,8;1;1;2;0;19,0;14,0;0;NA;0
ES_85;2;8;36;1;14,2;1;2;2;0;15,0;10,0;1;NA;0
ES_85;2;8;37;1;15,9;1;1;2;0;17,5;11,2;0;NA;0
ES_85;2;8;37;2;12,4;1;1;2;0;17,5;13,5;0;NA;0
ES_85;2;8;38;1;12,0;1;1;2;0;16,0;10,0;0;NA;0
ES_85;2;8;38;2;11,6;1;1;2;0;15,7;10,0;0;NA;0
ES_85;2;8;39;1;12,6;1;2;2;0;13,0;10,0;0;NA;0
ES_85;2;8;40;1;11,2;1;1;2;0;18,0;10,0;1;NA;0
ES_85;2;8;40;2;14,7;1;1;2;0;18,0;10,0;1;NA;0
ES_85;2;8;41;1;19,7;1;1;2;0;20,0;15,7;0;NA;0
ES_85;2;8;41;2;19,9;1;1;2;0;20,0;16,0;0;NA;0
ES_85;2;8;42;1;16,3;1;1;2;0;17,5;10,0;0;NA;0
ES_85;2;8;43;1;10,2;1;1;2;0;11,5;8,0;0;NA;0
ES_85;2;9;44;1;14,5;1;1;2;0;18,0;12,0;0;NA;0
ES_85;2;9;45;1;17,9;1;1;2;0;18,0;15,0;0;NA;0
ES_85;2;9;45;2;13,7;1;1;2;0;13,0;11,0;0;NA;0
ES_85;2;9;46;1;18,3;1;1;2;0;16,0;10,0;1;NA;0
ES_85;2;9;47;1;13,9;1;2;2;0;11,0;4,0;1;NA;0
ES_85;2;9;48;1;14,8;1;1;2;0;19,0;16,0;0;NA;0
ES_85;2;9;49;1;14,3;1;1;2;0;18,0;10,0;0;NA;0
ES_85;2;9;50;1;10,2;1;2;2;0;14,0;9,0;0;NA;0
ES_85;2;9;51;1;14,4;1;1;2;0;18,0;10,0;0;NA;0
ES_85;2;9;52;1;11,0;1;1;2;0;14,0;9,0;0;NA;0
ES_85;2;9;53;1;16,9;1;1;2;0;18,0;10,0;0;NA;0
ES_85;2;9;54;1;16,4;1;1;2;0;18,0;12,0;1;NA;0
ES_85;2;9;55;1;12,0;1;1;2;0;12,0;10,0;0;NA;0
ES_85;2;9;56;1;12,0;1;1;2;0;16,0;10,0;0;NA;0
ES_85;2;10;57;1;10,5;1;2;2;0;15,0;9,5;0;NA;0
ES_85;2;10;58;1;14,2;1;1;2;0;18,0;10,0;0;NA;0
ES_85;2;10;59;1;16,5;1;1;2;0;17,0;9,0;0;NA;0
ES_85;2;10;60;1;12,8;1;1;2;0;18,0;12,0;0;NA;0
ES_85;2;10;60;2;14,2;1;1;2;0;18,0;12,0;0;NA;0
ES_85;2;10;61;1;12,7;1;2;2;0;15,0;9,5;0;NA;0
ES_85;2;10;62;1;10,5;1;2;1;0;12,6;7,2;0;NA;0
ES_85;2;10;63;1;17,1;1;1;2;0;18,0;10,0;0;NA;0
ES_85;2;10;63;2;15,6;1;1;2;0;18,0;10,0;0;NA;0
ES_85;2;10;64;1;19,5;1;1;2;0;20,7;17,3;0;NA;0
ES_85;2;10;65;1;15,2;1;1;2;0;17,0;12,0;0;NA;0
ES_85;3;1;1;1;19,2;1;1;2;0;18,0;12,0;0;NA;0
ES_85;3;1;2;1;17,4;1;1;2;0;18,0;12,0;0;NA;0
ES_85;3;1;3;1;15,8;1;1;2;0;18,0;10,0;0;NA;0
ES_85;3;1;4;1;18,7;1;1;2;0;19,5;14,0;0;NA;0
ES_85;3;1;5;1;11,7;1;2;2;0;14,0;8,0;0;NA;0
ES_85;3;1;6;1;12,3;1;1;2;0;17,0;10,0;0;NA;0
ES_85;3;1;7;1;16,1;1;1;2;0;18,0;10,0;0;NA;0
ES_85;3;1;8;1;15,2;1;1;2;0;18,0;10,0;0;NA;0
ES_85;3;2;9;1;15,1;1;1;2;0;18,0;12,0;0;NA;0
ES_85;3;2;10;1;15,5;1;1;2;0;14,0;9,0;0;NA;0
ES_85;3;2;10;2;15,4;1;1;2;0;13,7;9,0;0;NA;0
ES_85;3;2;11;1;12,5;2;3;2;0;8,0;4,0;1;NA;0
ES_85;3;2;12;1;16,8;1;1;2;0;18,0;14,0;0;NA;0
ES_85;3;2;13;1;15,7;1;1;2;0;17,0;12,0;1;NA;0
ES_85;3;2;14;1;13,7;1;1;2;0;18,0;12,0;1;NA;0
ES_85;3;2;15;1;10,4;1;1;2;0;12,0;7,5;1;NA;0
ES_85;3;2;16;1;18,5;1;2;2;0;16,0;10,0;1;NA;0
ES_85;3;3;17;1;11,9;1;2;2;0;12,0;8,0;1;NA;0
ES_85;3;3;18;1;16,7;1;1;2;0;20,0;15,0;0;NA;0
ES_85;3;3;19;1;18,6;1;1;2;0;19,0;14,0;0;NA;0
ES_85;3;3;20;1;21,0;1;2;2;0;17,0;10,0;1;NA;0
ES_85;3;3;21;1;12,9;1;2;2;0;13,0;8,0;1;NA;0
ES_85;3;3;22;1;12,9;1;3;2;0;13,0;10,0;0;NA;0
ES_85;3;3;23;1;20,4;1;1;2;0;17,0;13,0;1;NA;0
ES_85;3;3;24;1;11,7;1;2;2;0;11,7;5,0;1;NA;0
ES_85;3;3;25;1;16,8;1;1;2;0;18,0;14,0;0;NA;0
ES_85;3;3;26;1;20,8;1;1;2;0;18,0;14,0;1;NA;0
ES_85;3;4;27;1;16,5;1;1;2;0;12,0;8,0;0;NA;0
ES_85;3;4;28;1;10,1;1;1;2;0;12,0;10,0;1;NA;0
ES_85;3;4;29;1;11,8;1;1;3;0;10,0;7,5;0;NA;0
ES_85;3;4;30;1;15,0;1;1;2;0;17,0;10,0;1;NA;0
ES_85;3;4;30;2;15,4;1;1;2;0;16,0;10,0;1;NA;0
ES_85;3;4;31;1;11,3;1;1;2;0;16,0;12,0;0;NA;0
ES_85;3;4;32;1;17,5;1;1;2;0;20,0;14,0;0;NA;0
ES_85;3;4;33;1;10,9;1;1;2;0;16,0;12,0;0;NA;0
ES_85;3;4;34;1;11,7;1;2;2;0;16,0;10,0;0;NA;0
ES_85;3;4;34;2;10,4;1;2;2;0;16,0;12,0;0;NA;0
ES_85;3;5;35;1;13,9;1;1;2;0;14,0;11,0;0;NA;0
ES_85;3;5;35;2;16,9;1;1;2;0;15,0;11,0;0;NA;0
ES_85;3;5;36;1;10,5;1;1;2;0;11,0;8,0;1;NA;0
ES_85;3;5;37;1;11,6;1;1;2;0;12,0;9,0;0;NA;0
ES_85;3;5;38;1;17,9;1;1;2;0;19,5;15,0;0;NA;0
ES_85;3;5;39;1;13,3;1;1;2;0;16,5;11,0;1;NA;0
ES_85;3;5;40;1;11,8;1;1;2;0;14,5;3,8;1;NA;0
ES_85;3;6;41;1;19,2;1;1;2;0;18,0;12,0;0;NA;0
ES_85;3;6;42;1;10,6;1;1;2;0;12,0;5,0;1;NA;0
ES_85;3;6;43;1;20,5;1;1;2;0;17,0;10,0;1;NA;0
ES_85;3;6;44;1;20,9;1;1;2;0;18,0;10,0;1;NA;0
ES_85;3;6;45;1;11,5;1;2;2;0;12,0;6,0;0;NA;0
ES_85;3;6;46;1;14,6;1;1;2;0;13,0;7,5;0;NA;0
ES_85;3;7;47;1;11,6;1;1;2;0;18,0;10,0;0;NA;0
ES_85;3;7;48;1;14,4;1;1;2;0;12,0;8,0;1;NA;0
ES_85;3;7;49;1;10,6;1;2;2;0;10,0;6,0;0;NA;0
ES_85;3;7;50;1;11,1;2;2;2;0;10,0;7,5;0;NA;0
ES_85;3;7;51;1;17,3;1;1;2;0;18,0;10,0;0;NA;0
ES_85;3;7;51;2;17,2;1;1;2;0;18,0;10,0;0;NA;0
ES_85;3;7;52;1;15,6;1;1;2;0;17,0;11,0;0;NA;0
ES_85;3;7;53;1;10,3;1;1;2;0;12,0;8,0;0;NA;0
ES_85;3;8;54;1;16,5;1;1;2;0;14,0;8,5;1;NA;0
ES_85;3;8;55;1;12,2;1;2;2;0;12,0;8,0;0;NA;0
ES_85;3;8;56;1;17,2;1;1;2;0;16,0;8,0;1;NA;0
ES_85;3;8;57;1;13,2;1;1;2;0;16,0;11,5;0;NA;0
ES_85;3;8;58;1;14,0;1;1;2;0;16,0;10,0;1;NA;0
ES_85;3;8;59;1;13,3;1;1;2;0;12,0;9,0;0;NA;0
ES_85;3;9;60;1;18,8;1;1;2;0;20,0;16,0;0;NA;0
ES_85;3;9;60;2;18,8;1;1;2;0;20,0;16,2;0;NA;0
ES_85;3;9;61;1;20,9;1;1;2;0;19,0;12,0;1;NA;0
ES_85;3;9;62;1;18,5;1;1;2;0;17,0;13,0;0;NA;0
ES_85;3;9;63;1;15,1;1;1;2;0;12,0;7,5;1;NA;0
ES_85;3;9;64;1;11,4;1;1;2;0;16,0;8,0;0;NA;0
ES_85;3;9;65;1;12,6;1;1;2;0;12,0;7,0;0;NA;0
ES_85;3;9;66;1;12,5;1;1;2;0;14,0;10,0;0;NA;0
ES_85;3;9;67;1;10,0;2;3;3;0;6,0;4,0;0;NA;0
ES_85;3;9;68;1;17,4;1;1;2;0;14,0;12,0;1;NA;0
ES_85;3;10;69;1;25,1;1;1;2;0;20,0;14,5;0;NA;0
ES_85;3;10;69;2;12,1;1;1;2;0;12,0;7,0;0;NA;0
ES_85;3;10;70;1;13,8;1;1;2;0;16,0;12,0;0;NA;0
ES_85;3;10;71;1;14,5;1;1;2;0;13,0;9,0;0;NA;0
ES_85;3;10;72;1;13,5;1;1;2;0;17,0;14,0;0;NA;0
ES_85;3;10;73;1;10,0;1;1;2;0;11,5;8,0;0;NA;0
ES_85;3;10;74;1;11,8;1;1;2;0;11,5;7,0;0;NA;0
ES_85;3;10;75;1;18,2;1;1;2;0;19,0;14,0;0;NA;0
ES_85;3;10;75;2;20,1;1;1;2;0;18,5;17,5;0;NA;0
ES_85;3;10;76;1;12,4;1;1;2;0;12,0;8,0;0;NA;0
ES_85;3;10;77;1;12,1;1;3;2;0;14,0;10,0;0;NA;0
ES_85;3;10;78;1;10,9;1;1;2;0;13,0;11,0;0;NA;0
ES_85;4;1;1;1;10,7;1;2;2;0;12,0;8,0;0;NA;0
ES_85;4;1;2;1;14,7;1;2;2;0;11,0;5,8;0;NA;0
ES_85;4;1;3;1;28,3;1;1;2;0;28,0;22,0;0;NA;0
ES_85;4;1;4;1;16,7;1;1;2;0;18,0;12,0;0;NA;0
ES_85;4;1;5;1;11,3;1;2;2;0;10,0;8,0;1;NA;0
ES_85;4;1;6;1;27,1;1;1;2;0;24,0;10,0;0;NA;0
ES_85;4;1;7;1;25,0;1;1;1;0;28,0;22,0;0;NA;0
ES_85;4;1;8;1;26,6;1;1;2;0;18,5;10,2;0;NA;0
ES_85;4;1;8;2;17,9;1;1;2;0;14,0;4,0;0;NA;0
ES_85;4;2;9;1;28,5;1;1;1;0;27,8;14,0;0;NA;0
ES_85;4;2;10;1;22,7;1;1;2;0;25,0;12,0;0;NA;0
ES_85;4;2;11;1;21,9;1;1;2;0;24,5;15,0;0;NA;0
ES_85;4;2;11;2;22,0;1;1;2;0;20,0;14,0;0;NA;0
ES_85;4;2;12;1;27,9;1;1;2;0;25,0;20,0;0;NA;0
ES_85;4;2;13;1;26,7;1;1;1;0;28,5;20,0;0;NA;0
ES_87;1;1;1;1;17,9;1;2;2;0;12,2;8,0;0;NA;0
ES_87;1;1;2;1;32,8;1;2;2;0;13,0;9,0;1;NA;1
ES_87;1;2;3;1;15,0;1;2;2;0;8,7;7,0;0;NA;0
ES_87;1;2;4;1;13,1;1;2;2;0;7,5;4,0;1;NA;1
ES_87;1;2;5;1;19,0;1;1;1;0;15,5;12,3;0;NA;1
ES_87;1;2;6;1;10,7;1;3;2;0;9,5;5,0;1;NA;1
ES_87;1;3;7;1;19,8;1;2;2;0;14,0;8,0;1;NA;1
ES_87;1;3;8;1;34,2;1;2;2;0;13,5;6,0;1;NA;1
ES_87;1;3;8;2;26,4;1;2;2;0;13,6;6,5;1;NA;1
ES_87;1;3;9;1;13,1;1;1;2;0;12,8;10,5;1;NA;0
ES_87;1;3;10;1;13,2;1;1;2;0;12,3;9,5;0;NA;0
ES_87;1;3;11;1;22,3;1;2;2;0;13,2;8,0;0;NA;1
ES_87;1;3;12;1;16,7;1;2;2;0;13,2;11,3;0;NA;0
ES_87;1;3;12;2;16,8;1;2;2;0;11,0;9,5;0;NA;0
ES_87;1;3;13;1;26,9;1;3;2;0;11,5;6,0;1;NA;1
ES_87;1;4;14;1;10,3;1;2;2;0;8,5;5,0;0;NA;1
ES_87;1;4;15;1;11,4;1;3;2;0;7,0;1,4;1;NA;0
ES_87;1;4;16;1;11,4;1;3;2;0;12,0;8,0;1;NA;1
ES_87;1;4;16;2;17,7;1;3;2;0;11,0;3,5;1;NA;1
ES_87;1;4;17;1;20,9;1;3;2;0;8,3;2,4;1;NA;1
ES_87;1;4;18;1;13,9;2;2;2;0;9,5;7,9;1;NA;0
ES_87;1;4;19;1;13,2;1;3;2;0;10,0;6,8;0;NA;1
ES_87;1;4;19;2;14,0;1;3;2;0;8,5;6,5;0;NA;1
ES_87;1;5;20;1;21,4;2;2;2;0;11,7;4,5;0;NA;1
ES_87;1;5;21;1;19,1;1;2;2;0;14,0;8,0;1;NA;0
ES_87;1;5;21;2;25,9;2;2;2;0;14,2;4,0;1;NA;0
ES_87;1;5;22;1;14,7;2;2;2;0;11,0;8,0;0;NA;0
ES_87;1;5;23;1;11,2;1;3;2;0;8,0;3,0;0;NA;1
ES_87;1;5;24;1;10,8;1;1;2;0;9,3;6,5;1;NA;1
ES_87;1;5;25;1;10,7;1;2;2;0;10,5;9,0;1;NA;0
ES_87;1;5;26;1;21,9;1;2;2;0;13,0;3,5;1;NA;1
ES_87;1;5;27;1;10,2;1;1;2;0;11,0;9,5;0;NA;0
ES_87;1;5;28;1;28,1;1;2;2;0;15,0;11,0;1;NA;1
ES_87;1;5;29;1;22,6;1;3;2;0;12,0;8,0;1;NA;0
ES_87;1;5;30;1;14,7;1;1;2;0;13,0;8,0;1;NA;0
ES_87;1;5;31;1;11,7;1;2;2;0;9,0;4,0;1;NA;1
ES_87;1;5;32;1;10,1;1;3;2;0;8,0;4,0;0;NA;0
ES_87;1;5;33;1;12,9;1;3;2;0;7,0;1,7;0;NA;0
ES_87;1;5;34;1;11,4;1;2;2;0;9,5;8,0;1;NA;1
ES_87;1;5;35;1;20,2;1;2;2;0;10,0;4,0;0;NA;0
ES_87;1;6;36;1;13,7;1;2;2;0;9,0;5,0;1;NA;0
ES_87;1;6;37;1;16,0;1;2;2;0;4,2;4,2;0;NA;0
ES_87;1;6;38;1;11,1;1;2;2;0;8,0;4,0;1;NA;0
ES_87;1;6;39;1;11,8;1;2;2;0;13,0;9,0;0;NA;0
ES_87;1;6;40;1;22,1;4;3;3;0;6,0;6,0;1;NA;0
ES_87;1;6;41;1;14,2;1;2;2;0;7,8;5,5;1;NA;1
ES_87;1;6;42;1;10,2;1;2;2;0;10,0;6,0;1;NA;0
ES_87;1;6;43;1;10,4;1;1;2;0;7,0;5,0;1;NA;0
ES_87;1;6;44;1;11,6;1;2;2;0;8,0;4,0;1;NA;0
ES_87;1;7;45;1;11,3;1;3;2;0;10,0;6,0;1;NA;1
ES_87;1;7;46;1;11,9;1;2;2;0;12,0;8,0;1;NA;0
ES_87;1;7;47;1;23,9;1;2;2;0;12,5;4,0;1;NA;0
ES_87;1;7;48;1;15,5;1;2;2;0;11,5;5,5;0;NA;0
ES_87;1;7;49;1;18,9;1;3;2;0;12,0;5,6;1;NA;1
ES_87;1;7;50;1;40,9;1;1;2;0;14,7;6,3;1;NA;0
ES_87;1;7;51;1;16,7;1;1;2;0;11,0;5,0;1;NA;0
ES_87;1;7;52;1;11,4;1;1;2;0;10,5;7,0;0;NA;0
ES_87;1;7;53;1;17,9;1;2;2;0;12,0;9,0;0;NA;1
ES_87;1;7;54;1;15,0;1;2;2;0;13,0;10,0;1;NA;0
ES_87;1;7;55;1;27,2;4;3;2;0;7,0;7,0;0;NA;0
ES_87;1;8;56;1;11,6;1;3;2;0;7,0;3,8;0;NA;0
ES_87;1;8;57;1;13,3;1;2;2;0;8,0;5,0;1;NA;0
ES_87;1;8;58;1;15,1;1;2;2;0;10,0;4,0;1;NA;0
ES_87;1;8;59;1;29,6;1;2;2;0;17,5;8,0;0;NA;0
ES_87;1;8;60;1;12,0;1;2;2;0;10,0;6,0;1;NA;0
ES_87;1;9;61;1;11,2;1;3;2;0;8,5;5,0;0;NA;0
ES_87;1;9;62;1;11,8;1;2;2;0;8,5;5,0;1;NA;1
ES_87;1;9;63;1;15,7;1;3;2;0;7,5;6,0;1;NA;0
ES_87;1;9;64;1;15,9;1;2;2;0;10,0;4,2;0;NA;0
ES_87;1;9;65;1;13,3;1;2;2;0;9,0;5,0;0;NA;0
ES_87;1;9;66;1;19,2;1;3;2;0;9,5;1,6;1;NA;1
ES_87;1;9;67;1;16,4;2;3;2;0;9,0;3,0;0;NA;0
ES_87;1;9;68;1;18,9;2;3;2;0;11,0;5,5;1;NA;0
ES_87;1;10;69;1;18,2;1;2;2;0;10,5;4,5;0;NA;0
ES_87;1;10;70;1;10,4;1;2;2;0;11,0;4,0;1;NA;0
ES_87;1;10;71;1;11,8;1;2;2;0;9,0;4,0;1;NA;1
ES_87;1;10;72;1;17,7;1;2;2;0;10,0;7,0;1;NA;0
ES_87;1;10;73;1;12,5;2;1;2;0;9,0;6,0;0;NA;0
ES_87;1;10;74;1;11,6;1;2;2;0;11,0;5,5;1;NA;0
ES_87;1;10;75;1;13,8;1;2;2;0;12,0;5,0;1;NA;0
ES_87;2;1;1;1;12,9;1;3;2;0;6,5;3,2;1;NA;0
ES_87;2;1;2;1;14,6;1;3;2;0;6,5;1,6;1;NA;0
ES_87;2;1;3;1;20,1;1;2;1;0;12,2;8,5;0;NA;1
ES_87;2;1;4;1;10,2;1;2;2;0;11,5;7,0;0;NA;0
ES_87;2;1;5;1;10,3;1;3;2;0;7,0;2,0;0;NA;0
ES_87;2;1;6;1;13,2;1;3;2;0;10,0;5,0;0;NA;0
ES_87;2;1;7;1;14,2;1;3;2;0;7,0;4,0;0;NA;0
ES_87;2;2;8;1;14,6;1;3;2;0;10,0;5,0;0;NA;0
ES_87;2;2;8;2;22,7;1;3;2;0;7,5;1,6;0;NA;0
ES_87;2;2;9;1;13,3;1;2;2;0;9,0;5,0;1;NA;0
ES_87;2;2;10;1;16,2;2;2;2;0;10,0;7,0;0;NA;0
ES_87;2;2;11;1;12,7;1;2;2;0;7,2;3,5;0;NA;0
ES_87;2;3;12;1;23,6;1;3;2;0;14,0;6,0;1;NA;0
ES_87;2;3;12;2;27,3;1;3;2;0;13,0;6,0;1;NA;0
ES_87;2;3;12;3;19,7;1;3;2;0;14,1;8,0;1;NA;0
ES_87;2;3;13;1;18,4;1;3;2;0;6,0;1,8;1;NA;0
ES_87;2;3;13;2;11,3;1;3;2;0;5,0;1,9;1;NA;0
ES_87;2;3;13;3;11,5;1;3;2;0;4,5;1,3;1;NA;0
ES_87;2;4;14;1;10,6;1;2;2;0;8,5;5,0;1;NA;0
ES_87;2;4;15;1;14,4;2;3;2;0;10,0;4,0;1;NA;0
ES_87;2;4;15;2;24,1;1;2;2;0;11,0;4,0;1;NA;0
ES_87;2;4;15;3;25,3;1;3;2;0;11,0;4,0;1;NA;0
ES_87;2;4;16;1;14,8;1;1;2;0;12,0;9,0;1;NA;0
ES_87;2;4;17;1;14,1;1;1;2;0;6,0;3,5;0;NA;1
ES_87;2;5;18;1;13,9;1;3;2;0;8,5;5,0;1;NA;0
